date_id,0
0,10505
1,10505
2,10505
3,10505
4,10560
5,10560
6,10560
7,10560
8,10560
9,10560
10,10560
11,10560
12,10560
13,10560
14,10560
15,10560
16,10560
17,10560
18,10560
19,10560
20,10560
21,10560
22,10560
23,10560
24,10560
25,10560
26,10560
27,10560
28,10560
29,10560
30,10560
31,10560
32,10560
33,10560
34,10560
35,10560
36,10560
37,10670
38,10670
39,10670
40,10670
41,10670
42,10670
43,10670
44,10670
45,10670
46,10670
47,10670
48,10670
49,10670
50,10670
51,10670
52,10670
53,10670
54,10670
55,10670
56,10670
57,10670
58,10670
59,10725
60,10725
61,10725
62,10725
63,10725
64,10725
65,10725
66,10725
67,10725
68,10725
69,10725
70,10780
71,10780
72,10780
73,10780
74,10780
75,10780
76,10780
77,10780
78,10780
79,10780
80,10780
81,10780
82,10780
83,10780
84,10780
85,10780
86,10780
87,10780
88,10835
89,10835
90,10835
91,10835
92,10835
93,10835
94,10835
95,10835
96,10835
97,10835
98,10835
99,10835
100,10835
101,10835
102,10835
103,10835
104,10835
105,10835
106,10835
107,10835
108,10835
109,10835
110,10835
111,10835
112,10835
113,10835
114,10835
115,10835
116,10835
117,10835
118,10835
119,10835
120,10835
121,10835
122,10835
123,10835
124,10835
125,10835
126,10835
127,10835
128,10835
129,10835
130,10835
131,10835
132,10835
133,10835
134,10835
135,10835
136,10835
137,10835
138,10780
139,10835
140,10835
141,10835
142,10835
143,10835
144,10835
145,10835
146,10835
147,10835
148,10835
149,10835
150,10835
151,10835
152,10835
153,10835
154,10835
155,10835
156,10835
157,10835
158,10835
159,10835
160,10835
161,10835
162,10835
163,10835
164,10835
165,10835
166,10835
167,10835
168,10835
169,10835
170,10835
171,10835
172,10835
173,10835
174,10835
175,10835
176,10835
177,10835
178,10835
179,10835
180,10835
181,10890
182,10890
183,10890
184,10890
185,10890
186,10890
187,10890
188,10890
189,10890
190,10890
191,10945
192,10945
193,10945
194,10945
195,10945
196,10945
197,10945
198,10945
199,10945
200,10945
201,10945
202,10945
203,10945
204,10945
205,10945
206,10945
207,10945
208,10945
209,10945
210,10945
211,10945
212,10945
213,10945
214,10945
215,10945
216,10945
217,10945
218,10945
219,10945
220,10945
221,10945
222,10945
223,10945
224,10945
225,10945
226,10945
227,10945
228,10945
229,10945
230,10945
231,10945
232,10945
233,10945
234,10945
235,10945
236,10945
237,10945
238,10945
239,10945
240,10945
241,10945
242,10945
243,10945
244,10945
245,10945
246,10945
247,10945
248,10945
249,10945
250,10945
251,10945
252,10945
253,10945
254,10945
255,10945
256,10945
257,10945
258,10945
259,10945
260,10945
261,10945
262,10945
263,10945
264,10945
265,10945
266,10945
267,10945
268,10945
269,10945
270,10945
271,10945
272,10945
273,10945
274,10945
275,10945
276,10945
277,10945
278,10945
279,10945
280,10945
281,10945
282,10945
283,10945
284,10945
285,10945
286,10945
287,10945
288,10945
289,10945
290,10945
291,10945
292,10945
293,10945
294,10945
295,11000
296,11000
297,11000
298,11000
299,11000
300,11000
301,11000
302,11000
303,11000
304,11000
305,11000
306,11000
307,11000
308,11000
309,11000
310,11000
311,11000
312,11000
313,11000
314,11000
315,11000
316,11000
317,11000
318,11000
319,11000
320,10945
321,11000
322,11000
323,11000
324,11000
325,11000
326,11000
327,11000
328,11000
329,11000
330,11000
331,11000
332,11000
333,11000
334,11000
335,11000
336,11000
337,11000
338,11000
339,11000
340,11000
341,11000
342,11000
343,11000
344,11000
345,11000
346,11000
347,11000
348,11000
349,11000
350,11000
351,11000
352,11000
353,11000
354,11000
355,11000
356,11000
357,11000
358,11000
359,11000
360,11000
361,11000
362,11000
363,11000
364,11000
365,11000
366,11000
367,11000
368,11000
369,11000
370,11000
371,11000
372,11000
373,11000
374,11000
375,11000
376,11000
377,11000
378,11000
379,11000
380,11000
381,11000
382,11000
383,11000
384,11000
385,11000
386,11000
387,11000
388,11000
389,11000
390,11000
391,11000
392,11000
393,11000
394,11000
395,11000
396,11000
397,11000
398,11000
399,11000
400,11000
401,11000
402,11000
403,11000
404,11000
405,11000
406,11000
407,11000
408,11000
409,11000
410,11000
411,11000
412,11000
413,11000
414,11000
415,11000
416,11000
417,11000
418,11000
419,11000
420,11000
421,11000
422,11000
423,11000
424,11000
425,11000
426,11000
427,11000
428,11000
429,11000
430,11000
431,11000
432,11000
433,11000
434,11000
435,11000
436,11000
437,11000
438,11000
439,11000
440,11000
441,11000
442,11000
443,11000
444,11000
445,11000
446,11000
447,11000
448,11000
449,11000
450,11000
451,11000
452,11000
453,11000
454,11000
455,11000
456,11000
457,11000
458,11000
459,11000
460,11000
461,11000
462,11000
463,11000
464,11000
465,11000
466,11000
467,11000
468,11000
469,11000
470,11000
471,11000
472,11000
473,11000
474,11000
475,11000
476,11000
477,11000
478,11000
479,11000
480,11000
