stock_id,0
0,26455
1,26455
2,26455
3,26455
4,26455
5,26455
6,26455
7,26455
8,26455
9,26455
10,26455
11,26455
12,26455
13,26455
14,26455
15,26455
16,26455
17,26455
18,26455
19,26455
20,26455
21,26455
22,26455
23,26455
24,26455
25,26455
26,26455
27,26455
28,26455
29,26455
30,26455
31,26455
32,26455
33,26455
34,26455
35,26455
36,26455
37,26455
38,26455
39,26455
40,26455
41,26455
42,26455
43,26455
44,26455
45,26455
46,26455
47,26455
48,26455
49,26455
50,26455
51,26455
52,26455
53,26455
54,26455
55,26455
56,26455
57,26455
58,26455
59,26455
60,26455
61,26455
62,26455
63,26455
64,26455
65,26455
66,26455
67,26455
68,26455
69,24420
70,26455
71,26455
72,26455
73,26400
74,26455
75,26455
76,26455
77,26455
78,26235
79,16500
80,26455
81,26455
82,26455
83,26455
84,26455
85,26455
86,26455
87,26455
88,26455
89,26455
90,26455
91,26455
92,26455
93,26455
94,26455
95,26455
96,26455
97,26455
98,26455
99,26400
100,26455
101,26455
102,10230
103,26455
104,26455
105,26455
106,26455
107,26455
108,26455
109,26455
110,26455
111,26455
112,26455
113,26455
114,26455
115,26455
116,26455
117,26455
118,26455
119,26455
120,26455
121,26455
122,26455
123,26455
124,26455
125,26455
126,26455
127,26455
128,26455
129,26455
130,26455
131,26455
132,26455
133,26455
134,26455
135,15950
136,26455
137,26455
138,26455
139,26455
140,26455
141,26455
142,26455
143,26455
144,26455
145,26455
146,26455
147,26455
148,26455
149,26455
150,23210
151,26455
152,26455
153,22605
154,26455
155,26455
156,24420
157,26455
158,26455
159,26455
160,26455
161,26455
162,26455
163,26455
164,26455
165,26455
166,26455
167,26455
168,26455
169,26455
170,26455
171,26455
172,26455
173,26455
174,26455
175,26455
176,26455
177,26455
178,26455
179,26455
180,26455
181,26455
182,26455
183,26455
184,26455
185,26455
186,26455
187,26455
188,26455
189,26455
190,26455
191,26455
192,26455
193,26455
194,26455
195,26455
196,26455
197,26455
198,26455
199,21615
